symbol,avgTotalVolume,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,primaryExchange,sector,week52High,week52Low,ytdChange
EWBC,746302,close,-0.84,-0.01272,65.2,1530302400449,East West Bancorp Inc.,65.2,1530302400449,0,0,65.2,1530305157150,67.205,0,0,0,0,1530302393801,0.01376,65.15,85,11619,65.2,Close,"June 29, 2018",1530302400449,844404,65.11,9447350056,66.78,1530279000333,17.62,66.04,Nasdaq Global Select,Financial Services,73.98,52.86,0.05691627445029392
EWZS,77133,close,0.13,0.01055,12.45,1530302400259,iShares MSCI Brazil Small-Cap ETF,12.4,1530302400259,-0.08,-0.00643,12.37,1530278990104,12.535,0,0,0,0,1530301400258,0.00225,12.42,45,145,12.45,Close,"June 29, 2018",1530302400259,64444,12.35,49177500,12.37,1530279000206,,12.32,NASDAQ Global Market,,18.139,12,-0.22441193244314458
EXAS,2589650,close,-0.69,-0.01141,59.79,1530302400541,Exact Sciences Corporation,59.79,1530302400541,0,0,59.79,1530305794000,61.4,0,0,0,0,1530302392700,0.01781,59.785,100,38935,59.79,Close,"June 29, 2018",1530302400541,2186131,59.77,7288298161,60.78,1530279000812,-59.2,60.48,NASDAQ Capital Market,Healthcare,71.599,34.39,0.14305997489862907
EXC,6328811,close,0.32,0.00757,42.6,1530302514644,Exelon Corporation,42.6,1530302514644,0,0,42.6,1530305959359,42.715,0,0,0,0,1530302393459,0.01303,42.59,300,111933,42.6,Close,"June 29, 2018",1530302514644,8590407,42.03,41125269749,42.34,1530279000307,14.69,42.28,New York Stock Exchange,Utilities,42.715,35.37,0.10302361036823707
EXD,78796,close,0.14,0.01554,9.15,1530302520857,Eaton Vance Tax-Advantaged Bond of Beneficial Interest,9.15,1530302520857,0,0,9.15,1530302522888,9.15,0,0,0,0,0,0,0,0,0,9.15,Close,"June 29, 2018",1530302520857,69048,9.01,89044012,9.03,1530279000257,,9.01,New York Stock Exchange,Financial Services,11.98,8.96,-0.061848454751701545
EXEL,4992363,close,0.32,0.01509,21.52,1530302400335,Exelixis Inc.,21.52,1530302400335,0.12,0.00558,21.64,1530305800872,21.77,0,0,0,0,1530302399909,0.00876,21.52,226,389019,21.52,Close,"June 29, 2018",1530302400335,44408562,21.31,6388564498,21.46,1530279000192,25.93,21.2,Nasdaq Global Select,Healthcare,32.5,18.5,-0.2995596815286624
EXFO,15244,close,0,0,3.45,1530302400538,EXFO Inc,3.45,1530302400538,-0.05,-0.01449,3.4,1530019800221,3.47,0,0,0,0,0,0,0,0,0,3.45,Close,"June 29, 2018",1530302400538,6356,3.45,80955823,3.45,1530279000797,18.16,3.45,Nasdaq Global Select,Technology,4.75,3.1647,-0.18632075471698112
EXG,644535,close,0.06,0.00649,9.3,1530302522321,Eaton Vance Tax-Managed Global Diversified Equity Income Fund of Beneficial Interest,9.3,1530302522321,0,0,9.3,1530302524333,9.36,0,0,0,0,1530302393391,0.00562,9.315,100,3990,9.3,Close,"June 29, 2018",1530302522321,709964,9.285,2806341848,9.32,1530279000155,,9.24,New York Stock Exchange,Financial Services,9.84,8.02,0.034193800293945406
EXK,1246421,close,0.08,0.02632,3.12,1530302520964,Endeavour Silver Corporation (Canada),3.12,1530302520964,-0.002,-0.00064,3.118,1530303617051,3.165,0,0,0,0,1530302374958,0.01052,3.125,100,7108,3.12,Close,"June 29, 2018",1530302520964,675665,3.03,397763839,3.04,1530279000307,62.4,3.04,New York Stock Exchange,Basic Materials,3.32,1.94,0.22632000000000002
EXLS,159199,close,-0.31,-0.00545,56.61,1530302400532,ExlService Holdings Inc.,56.61,1530302400532,0,0,56.61,1530303099066,57.14,0,0,0,0,1530302329898,0.03331,56.66,100,4342,56.61,Close,"June 29, 2018",1530302400532,130351,56.54,1947161919,57.13,1530279000413,22.38,56.92,Nasdaq Global Select,Industrials,64.34,52.5,-0.06602085960836374
EXP,447646,close,-0.2,-0.0019,104.97,1530302521572,Eagle Materials Inc,104.97,1530302521572,1.536,0.01463,106.506,1530303723367,106.6,0,0,0,0,1530302399911,0.04494,104.97,100,22891,104.97,Close,"June 29, 2018",1530302521572,509368,104.91,5039330165,105.81,1530279000202,23.48,105.17,New York Stock Exchange,Basic Materials,122.49,86.51,-0.103716389604789
EXPD,1380654,close,0.11,0.00151,73.1,1530302400312,Expeditors International of Washington Inc.,73.1,1530302400312,0,0,73.1,1530304418938,74.04,0,0,0,0,1530302390224,0.01972,73.07,100,24611,73.1,Close,"June 29, 2018",1530302400312,1248022,72.85,12769115383,73.09,1530279000813,26.78,72.99,Nasdaq Global Select,Industrials,78.16,54.32,0.13322734623893623
EXPE,1500019,close,-0.31,-0.00257,120.19,1530302400239,Expedia Group Inc.,120.19,1530302400239,0.21,0.00175,120.4,1530305916953,121.78,0,0,0,0,1530302399813,0.02451,120.2,100,27993,120.19,Close,"June 29, 2018",1530302400239,1142105,119.53,18046259395,121.62,1530279000269,38.77,120.5,Nasdaq Global Select,Consumer Cyclical,161,98.52,-0.007390645810873696
EXPI,79075,close,-0.28,-0.02414,11.32,1530302400472,eXp World Holdings Inc.,11.32,1530302400472,0.28,0.02473,11.6,1530216004961,11.77,0,0,0,0,1530302367008,0.00501,11.335,2,407,11.32,Close,"June 29, 2018",1530302400472,81238,11.252,637359740,11.77,1530279000416,-39.03,11.6,NASDAQ Global Market,Real Estate,19.3,2.57,0.4851933333333334
EXPO,281499,close,-0.65,-0.01328,48.3,1530302400271,Exponent Inc.,48.3,1530302400271,0,0,48.3,1530303099066,49.15,0,0,0,0,1530302381339,0.04445,48.375,5,8780,48.3,Close,"June 29, 2018",1530302400271,197525,47.9,2512034797,49,1530279000242,45.57,48.95,Nasdaq Global Select,Industrials,52.625,28.525,0.35066442561843436
EXPR,2525258,close,-0.58,-0.05961,9.15,1530302580173,Express Inc.,9.15,1530302580173,0,0,9.15,1530304883000,9.92,0,0,0,0,1530302370546,0.015,9.135,100,38381,9.15,Close,"June 29, 2018",1530302580173,2558733,9.13,681895405,9.82,1530279000456,19.89,9.73,New York Stock Exchange,Consumer Cyclical,11.34,5.28,-0.09135603174603163
EXR,937509,close,-0.29,-0.0029,99.81,1530302451975,Extra Space Storage Inc,99.81,1530302451975,0,0,99.81,1530305157173,100.46,0,0,0,0,1530302394006,0.02901,99.89,100,43322,99.81,Close,"June 29, 2018",1530302451975,1493347,98.48,12590769499,99.78,1530279000203,22.53,100.1,New York Stock Exchange,Real Estate,101.955,73.7,0.1829637343836325
EXTN,158593,close,-0.46,-0.01804,25.04,1530302521342,Exterran Corporation,25.04,1530302521342,0,0,25.04,1530302719623,25.71,0,0,0,0,1530302263161,0.0436,25.1,100,4663,25.04,Close,"June 29, 2018",1530302521342,106950,25.01,904791479,25.59,1530279000304,313,25.5,New York Stock Exchange,Energy,33.6908,23.29,-0.23700444167186532
EXTR,2444697,close,0.07,0.00887,7.96,1530302400469,Extreme Networks Inc.,7.96,1530302400469,0,0,7.96,1530304870000,8.05,0,0,0,0,1530302381377,0.04452,7.965,326,105627,7.96,Close,"June 29, 2018",1530302400469,2372574,7.75,922504817,7.89,1530279000056,18.51,7.89,Nasdaq Global Select,Technology,15.55,7.63,-0.3643583464566929
EYE,373216,close,-0.09,-0.00245,36.57,1530302400255,National Vision Holdings Inc.,36.57,1530302400255,-0.171,-0.00468,36.399,1530303723779,37.15,0,0,0,0,1530302395613,0.02962,36.57,1,9677,36.57,Close,"June 29, 2018",1530302400255,326705,36.05,2751008384,36.82,1530279000370,91.42,36.66,Nasdaq Global Select,Consumer Cyclical,43.8,27.19,-0.09432981127390122
EYEG,363336,close,0.0039,0.00741,0.53,1530302400661,Eyegate Pharmaceuticals Inc.,0.53,1530302400661,-0.01,-0.01887,0.52,1530304941886,0.5397,0,0,0,0,1530301864802,0.02655,0.5299,100,3210,0.53,Close,"June 29, 2018",1530302400661,120904,0.51,22199053,0.5142,1530279000563,-0.61,0.5261,NASDAQ Capital Market,Healthcare,1.47,0.29,-0.5193757142857143
EYEGW,0,close,0,0,0.088,1530043200478,,0.088,1530302400073,0.002,0.02273,0.09,1528378132473,0.088,0,0,0,0,0,0,0,0,0,0.088,Close,"June 26, 2018",1530043200478,21663,0.088,0,0.0797,1530194220007,,0.088,,,0.088,0,-0.4129419613075384
EYEN,14533,close,0.03,0.00478,6.3,1530302400381,Eyenovia Inc.,6.3,1530302400381,1.95,0.30952,8.25,1529093863887,6.75,0,0,0,0,1530301127506,0.01611,6.3,100,900,6.3,Close,"June 29, 2018",1530302400381,55866,6.25,62601657,6.27,1530282129506,,6.27,NASDAQ Capital Market,Healthcare,10.74,5.86,-0.3601393548387097
EYES,280991,close,-0.02,-0.0119,1.66,1530302400639,Second Sight Medical Products Inc.,1.66,1530302400639,0,0,1.66,1530304527002,1.7,0,0,0,0,1530296269521,0.00231,1.655,100,578,1.66,Close,"June 29, 2018",1530302400639,250216,1.64,110609907,1.68,1530279000643,-2.86,1.68,NASDAQ Capital Market,Healthcare,2.58,0.9,-0.1860293532338308
EYESW,1972,close,0.03,0.04615,0.68,1530302400427,Second Sight Medical Products Inc. Warrants,0.68,1530302400427,,,,,0.68,0,0,0,0,0,0,0,0,0,0.68,Close,"June 29, 2018",1530302400427,1190,0.65,0,0.66,1530284227382,,0.65,NASDAQ Capital Market,,1.66,0.26,0.017578571428571558
EYPT,311156,close,0.23,0.12432,2.08,1530302400388,EyePoint Pharmaceuticals Inc.,2.08,1530302400388,-0.18,-0.08654,1.9,1530277566091,2.08,0,0,0,0,1530298697009,0.00073,2.06,100,200,2.08,Close,"June 29, 2018",1530302400388,273973,1.85,112382227,1.85,1530279000723,-4.52,1.85,NASDAQ Global Market,Healthcare,2.88,0.93,0.9981938738738737
EZPW,650758,close,-0.05,-0.00413,12.05,1530302400522,EZCORP Inc.,12.05,1530302400522,0,0,12.05,1530303079966,12.4,0,0,0,0,1530302380444,0.01901,12.075,100,19719,12.05,Close,"June 29, 2018",1530302400522,1037296,11.925,656296225,12.2,1530279000572,16.28,12.1,Nasdaq Global Select,Financial Services,15.1,7.575,-0.00826223140495859
EZT,4921,close,0.17,0.00659,25.97,1530302522271,Entergy Texas Inc First Mortgage Bonds 5.625% Series due June 1 2064,25.97,1530302522271,0.14,0.00539,26.11,1528316874378,25.97,0,0,0,0,0,0,0,0,0,25.97,Close,"June 29, 2018",1530302522271,557,25.825,0,26.09,1529933400402,,25.8,New York Stock Exchange,,27.669,25.02,0.029026919539686877
F,34554359,close,-0.21,-0.01862,11.07,1530302494492,Ford Motor Company,11.07,1530302494492,0.02,0.00181,11.09,1530305871718,11.37,0,0,0,0,1530302393851,0.01313,11.075,100,551025,11.07,Close,"June 29, 2018",1530302494492,41966870,11.03,44113437060,11.32,1530279000202,6.12,11.28,New York Stock Exchange,Consumer Cyclical,13.48,10.14,-0.11078903533734072
FAAR,10853,close,0.0593,0.00204,29.1193,1530129600468,First Trust Alternative Absolute Return Strategy ETF,29.119,1530302400117,-0.1593,-0.00547,28.96,1529328513117,29.15,0,0,0,0,0,0,0,0,0,29.1193,Close,"June 27, 2018",1530129600468,2100,29.049,16015673,28.97,1530127303237,,29.06,NASDAQ Global Market,,34.79,27,-0.002367108813533878
FAB,4647,close,0.2594,0.00464,56.2184,1530302400576,First Trust Multi Cap Value AlphaDEX Fund,56.27,1530302400576,0.6556,0.01166,56.874,1529093568465,56.329,0,0,0,0,0,0,0,0,0,56.2184,Close,"June 29, 2018",1530302400576,7806,56.186,89949552,56.21,1530279000392,,55.959,NASDAQ Global Market,,59.34,50.58,-0.004124799746101086
FAD,17439,close,0.4354,0.00607,72.1597,1530302400456,First Trust Multi Cap Growth AlphaDEX Fund,71.73,1530302400456,0.1103,0.00153,72.27,1527710400482,72.29,0,0,0,0,0,0,0,0,0,72.1597,Close,"June 29, 2018",1530302400456,4638,72.002,176791409,72.01,1530279000058,,71.7243,NASDAQ Global Market,,75.06,57.62,0.10283031826852207
FAF,751602,close,0.42,0.00819,51.72,1530302656074,First American Corporation (New),51.72,1530302656074,0,0,51.72,1530305157204,52.09,0,0,0,0,1530302376412,0.01778,51.75,100,13683,51.72,Close,"June 29, 2018",1530302656074,769573,51.36,5769094470,51.44,1530279000212,13.76,51.3,New York Stock Exchange,Financial Services,62.71,43.92,-0.052858205697977834
FALN,24593,close,-0.0468,-0.00178,26.3002,1530302400291,iShares Fallen Angels USD Bond ETF,26.26,1530302400291,0.0398,0.00151,26.34,1530192481077,26.38,0,0,0,0,0,0,0,0,0,26.3002,Close,"June 29, 2018",1530302400291,20981,26.26,65750500,26.33,1530279000478,,26.347,NASDAQ Global Market,,30.06,26.26,-0.014642713893757837
FAM,50110,close,0.07,0.00703,10.03,1530302522323,First Trust/Aberdeen Global Opportunity Income Fund of Beneficial Interest,10.03,1530302522323,0,0,10.03,1530302524484,10.04,0,0,0,0,0,0,0,0,0,10.03,Close,"June 29, 2018",1530302522323,66766,9.98,129891880,9.99,1530279000156,,9.96,New York Stock Exchange,Financial Services,11.97,9.88,-0.09791378011779406
FAMI,229613,close,0.1,0.0119,8.5,1530302400542,Farmmi INC.,8.51,1530302400542,-0.62,-0.07294,7.88,1529933389636,8.62,0,0,0,0,1530281313263,0.00014,8.24,25,25,8.5,Close,"June 29, 2018",1530302400542,178571,8.15,99280000,8.42,1530279000795,,8.4,NASDAQ Capital Market,Consumer Defensive,10.3234,4.23,0.38730453074433663
FANG,1994878,close,0.73,0.00558,131.57,1530302400452,Diamondback Energy Inc.,131.57,1530302400452,0,0,131.57,1530304418938,132.85,0,0,0,0,1530302387024,0.06104,131.64,100,87006,131.57,Close,"June 29, 2018",1530302400452,1425393,129.655,12974302951,130.56,1530279000294,22.19,130.84,Nasdaq Global Select,Energy,138.14,82.77,0.03537977724327991
FANH,296452,close,0.4,0.01423,28.5,1530302400286,Fanhua Inc.,28.5,1530302400286,0,0,28.5,1530304331896,29.13,0,0,0,0,1530302278421,0.03905,28.45,100,12843,28.5,Close,"June 29, 2018",1530302400286,328886,28,1852772289,28,1530279000377,,28.1,Nasdaq Global Select,Financial Services,38.2451,8.21,0.31585543330425603
FARM,57158,close,-0.4,-0.01292,30.55,1530302400659,Farmer Brothers Company,30.55,1530302400659,0,0,30.55,1530302408553,31.05,0,0,0,0,1530302395457,0.01458,30.575,3,344,30.55,Close,"June 29, 2018",1530302400659,23594,30.5,517150033,31,1530279000690,59.9,30.95,Nasdaq Global Select,Consumer Defensive,35.05,23.6,-0.04614784810126585
FARO,100642,close,0.4,0.00741,54.35,1530302400446,FARO Technologies Inc.,54.35,1530302400446,0,0,54.35,1530303099066,55.8,0,0,0,0,1530302088945,0.00802,54.475,4,1666,54.35,Close,"June 29, 2018",1530302400446,207731,54.05,921828230,54.2,1530279000467,132.56,53.95,Nasdaq Global Select,Technology,65.35,32.25,0.13617427829698864
FAST,2315579,close,-0.62,-0.01272,48.13,1530302400430,Fastenal Company,48.13,1530302400430,0,0,48.13,1530303582000,49.59,0,0,0,0,1530302399957,0.02215,48.13,100,90459,48.13,Close,"June 29, 2018",1530302400430,4083928,48.1,13846463821,48.92,1530279000647,23.14,48.75,Nasdaq Global Select,Industrials,58.735,39.79,-0.11785418339078463
FAT,9595,close,0.1001,0.01335,7.6001,1530302400469,FAT Brands Inc.,7.7,1530302400469,0.0999,0.01314,7.7,1530304887000,7.6,0,0,0,0,0,0,0,0,0,7.6001,Close,"June 29, 2018",1530302400469,2401,7.53,77168375,7.53,1530279000518,,7.5,NASDAQ Capital Market,Consumer Cyclical,13.9899,5.54,-0.15817481032528125
FATE,769300,close,0.18,0.01613,11.34,1530302400468,Fate Therapeutics Inc.,11.34,1530302400468,0,0,11.34,1530303542196,11.845,0,0,0,0,1530302379616,0.00521,11.345,100,3432,11.34,Close,"June 29, 2018",1530302400468,658733,11.05,599414778,11.29,1530279000413,-10.8,11.16,NASDAQ Global Market,Healthcare,14.45,2.52,0.81613
FAX,681860,close,-0.03,-0.0069,4.32,1530302400079,Aberdeen Asia-Pacific Income Fund Inc,4.32,1530303000000,0,0,4.32,1530302730884,4.38,0,0,0,0,1530302391050,0.01043,4.335,400,12010,4.32,Close,"June 29, 2018",1530302400079,1151486,4.32,1089205160,4.38,1530279000028,,4.35,NYSE American,Financial Services,5.29,4.32,-0.08119232648338214
FB,17567207,close,-1.91,-0.00973,194.32,1530302400419,Facebook Inc.,194.32,1530302400419,-0.15,-0.00077,194.17,1530305995882,197.6,0,0,0,0,1530302399706,0.03223,194.27,100,492990,194.32,Close,"June 29, 2018",1530302400419,15295998,193.955,562484063991,197.48,1530279000687,28.58,196.23,Nasdaq Global Select,Technology,203.55,147.8,0.06137572153015107
FBC,488668,close,-0.45,-0.01296,34.26,1530302522546,Flagstar Bancorp Inc.,34.26,1530302522546,0,0,34.26,1530303079957,34.91,0,0,0,0,1530302390943,0.01759,34.25,79,6096,34.26,Close,"June 29, 2018",1530302522546,346561,34.25,1972336483,34.86,1530279009277,13.13,34.71,New York Stock Exchange,Financial Services,40.06,29.61,-0.090752732166891
FBHS,1970362,close,0.3,0.00562,53.69,1530302767650,Fortune Brands Home & Security Inc.,53.69,1530302767650,0.284,0.00529,53.974,1530303723465,54.17,0,0,0,0,1530302357300,0.01259,53.74,100,24359,53.69,Close,"June 29, 2018",1530302767650,1934790,53.31,7834591105,53.68,1530279000154,17.26,53.39,New York Stock Exchange,Consumer Cyclical,73.62,52.63,-0.20809697032803043
FBIO,151082,close,0.05,0.01706,2.98,1530302400341,Fortress Biotech Inc.,2.98,1530302400341,0,0,2.98,1530302403158,3.04,0,0,0,0,1530302347825,0.00292,2.985,47,242,2.98,Close,"June 29, 2018",1530302400341,82877,2.93,157648395,2.94,1530279000595,-1.66,2.93,NASDAQ Capital Market,Healthcare,5.54,2.7896,-0.25075326781326784
FBIOP,3762,close,0.29,0.014,21,1530302400610,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,21.2,1530302400610,1.04,0.04952,22.04,1528315228924,21.2,0,0,0,0,0,0,0,0,0,21,Close,"June 29, 2018",1530302400610,1590,21,0,21.2,1530279000536,,20.71,NASDAQ Capital Market,Healthcare,24.8,20.01,0.015330338878796064
FBIZ,22326,close,-0.06,-0.0023,26,1530302400265,First Business Financial Services Inc.,26,1530302400265,0.08,0.00308,26.08,1530302803445,26.19,0,0,0,0,1530301815197,0.00704,25.97,100,104,26,Close,"June 29, 2018",1530302400265,14773,25.908,227874920,26.05,1530279000758,18.71,26.06,Nasdaq Global Select,Financial Services,26.95,20.57,0.17155729507160528
FBK,186830,close,0,0,40.72,1530302635625,FB Financial Corporation,40.72,1530302635625,0.184,0.00452,40.904,1530303064401,41.25,0,0,0,0,1530301811483,0.00474,40.8,100,300,40.72,Close,"June 29, 2018",1530302635625,63291,40.72,1249307924,41.05,1530279014231,17.33,40.72,New York Stock Exchange,Financial Services,45.43,32.84,-0.051408444142121035
FBM,121596,close,0.34,0.02261,15.38,1530302522785,Foundation Building Materials Inc.,15.38,1530302522785,0,0,15.38,1530302718758,15.46,0,0,0,0,1530302279815,0.01197,15.39,45,1549,15.38,Close,"June 29, 2018",1530302522785,129407,14.964,659703337,14.98,1530279000208,49.61,15.04,New York Stock Exchange,Industrials,16.4,11.03,0.05206113788487291
FBMS,50385,close,-0.2,-0.00553,35.95,1530302400501,The First Bancshares Inc.,35.95,1530302400501,0,0,35.95,1530302408097,36.35,0,0,0,0,1530302361865,0.03137,35.8,65,2296,35.95,Close,"June 29, 2018",1530302400501,73191,35.65,469721010,36.2,1530279000609,19.33,36.15,NASDAQ Global Market,Financial Services,36.6,26.05,0.04730812357595961
FBNC,115115,close,-0.1,-0.00244,40.91,1530302400632,First Bancorp,40.91,1530302400632,0,0,40.91,1530303079954,41.74,0,0,0,0,1530300460650,0.00448,41.13,83,700,40.91,Close,"June 29, 2018",1530302400632,156250,40.87,1213430160,41.17,1530279000284,19.3,41.01,Nasdaq Global Select,Financial Services,42.94,29.73,0.1501751488172381
FBNK,225584,close,-0.25,-0.0081,30.6,1530302400405,First Connecticut Bancorp Inc.,30.6,1530302400405,0,0,30.6,1530302403401,31.1,0,0,0,0,1530301867725,0.00689,30.6,100,700,30.6,Close,"June 29, 2018",1530302400405,101597,30.55,488390749,30.95,1530279000668,22.17,30.85,Nasdaq Global Select,Financial Services,31.9,23.25,0.16124482297418652
FBP,1833902,close,-0.14,-0.01797,7.65,1530302516803,First BanCorp.,7.65,1530302516803,0.025,0.00327,7.675,1530303064401,7.88,0,0,0,0,1530302397264,0.02736,7.655,41,37358,7.65,Close,"June 29, 2018",1530302516803,1365424,7.63,1655505999,7.86,1530279126693,14.43,7.79,New York Stock Exchange,Financial Services,8.32,4.48,0.49090573964497036
FBR,1157896,close,-0.11,-0.00588,18.59,1530302521477,Fibria Celulose S.A.,18.59,1530302521477,0.076,0.00409,18.666,1530303064401,18.79,0,0,0,0,1530302397631,0.02014,18.6,200,14892,18.59,Close,"June 29, 2018",1530302521477,739424,18.57,10285903012,18.69,1530279000351,24.14,18.7,New York Stock Exchange,Basic Materials,22.05,9.56,0.2600893279943341
FBSS,2278,close,0.31,0.01484,21.2,1530302400353,Fauquier Bankshares Inc.,21.2,1530302400353,-0.35,-0.01651,20.85,1530216579221,21.2,0,0,0,0,0,0,0,0,0,21.2,Close,"June 29, 2018",1530302400353,190,21.2,80000384,20.9,1530300540607,,20.89,NASDAQ Capital Market,Financial Services,22.25,17.24,0.04279853254070615
FBZ,6370,close,0.07,0.00614,11.47,1530302400475,First Trust Brazil AlphaDEX Fund,11.47,1530302400475,0.07,0.0061,11.54,1530106175739,11.55,0,0,0,0,0,0,0,0,0,11.47,Close,"June 29, 2018",1530302400475,4490,11.46,6882023,11.54,1530279000715,,11.4,NASDAQ Global Market,,18.24,11.152,-0.18828630089266274
FC,34639,close,-1.65,-0.06298,24.55,1530302522089,Franklin Covey Company,24.55,1530302522089,0,0,24.55,1530303079951,26.2,0,0,0,0,1530302397511,0.00892,24.65,100,1107,24.55,Close,"June 29, 2018",1530302522089,124103,24.35,341181391,26.2,1530279000502,-106.74,26.2,New York Stock Exchange,Consumer Defensive,31.2,17.35,0.035454004474272896
FCA,5098,close,0.88,0.03137,28.93,1530302400655,First Trust China AlphaDEX Fund,28.93,1530302400655,,,,,29.145,0,0,0,0,1530300011885,0.05388,28.92,15,115,28.93,Close,"June 29, 2018",1530302400655,2134,28.86,10125558,28.86,1530279000497,,28.05,NASDAQ Global Market,,34.79,23.65,-0.01650293563186612
FCAL,1175,close,0.04,0.0008,50.255,1530129600529,First Trust California Municipal High income ETF,50.255,1530216000088,-0.195,-0.00388,50.06,1526995800289,50.255,0,0,0,0,0,0,0,0,0,50.255,Close,"June 27, 2018",1530129600529,607,50.2,15076601,50.22,1530117918484,,50.215,NASDAQ Global Market,,53,48.91,-0.003272492345497977
FCAN,6329,close,0.56,0.02186,26.18,1530302400234,First Trust Canada AlphaDEX Fund,26.18,1530302400234,-0.005,-0.00019,26.175,1527624219448,26.18,0,0,0,0,0,0,0,0,0,26.18,Close,"June 29, 2018",1530302400234,1222,26,11781052,25.88,1530279000541,,25.62,NASDAQ Global Market,,27.35,22.945,0.009128832775213373
FCAP,3582,close,1.05,0.02593,41.55,1530302400276,First Capital Inc.,41.55,1530302400276,-2.78,-0.06691,38.77,1529587798006,41.93,0,0,0,0,0,0,0,0,0,41.55,Close,"June 29, 2018",1530302400276,2390,40.2,139481854,41.93,1530279000469,,40.5,NASDAQ Capital Market,Financial Services,43.02,30.025,0.1800902546652518
FCAU,5103398,close,0.24,0.01287,18.89,1530302539551,Fiat Chrysler Automobiles N.V.,18.89,1530302539551,0,0,18.89,1530305478523,19.18,0,0,0,0,1530302397505,0.01319,18.905,25,65897,18.89,Close,"June 29, 2018",1530302539551,4995982,18.89,36997742885,19.14,1530279001618,6.11,18.65,New York Stock Exchange,Consumer Cyclical,24.95,10.53,0.03782930548019538
FCB,392509,close,-1.2,-0.02,58.8,1530302521343,FCB Financial Holdings Inc. Class A,58.8,1530302521343,0,0,58.8,1530302722008,61.1,0,0,0,0,1530302363377,0.05561,58.825,56,17095,58.8,Close,"June 29, 2018",1530302521343,307409,58.75,2749177242,60.4,1530279000301,19.22,60,New York Stock Exchange,Financial Services,62.95,39.9,0.12956011730205277
FCBC,41121,close,-0.54,-0.01667,31.86,1530302400624,First Community Bancshares Inc.,31.86,1530302400624,0.6,0.01883,32.46,1530302803467,32.69,0,0,0,0,1530289301454,0.0005,32.45,6,13,31.86,Close,"June 29, 2018",1530302400624,26000,31.2,534304084,32.39,1530279000369,,32.4,Nasdaq Global Select,Financial Services,36.09,24.02,0.10438335383554367
FCBP,57917,close,1.08,0.03664,30.56,1530302400485,First Choice Bancorp,30.56,1530302400485,0,0,30.56,1530302401915,31,0,0,0,0,1530302097478,0.06337,30.505,100,1400,30.56,Close,"June 29, 2018",1530302400485,22092,30.31,220222389,31,1530279000407,,29.48,NASDAQ Capital Market,Financial Services,33.5,24,0.31542415077601604
FCCO,49110,close,0,0,25.1,1530302400520,First Community Corporation,25.1,1530302400520,0,0,25.1,1530302407339,25.3,0,0,0,0,1530302193213,0.0113,25.05,20,220,25.1,Close,"June 29, 2018",1530302400520,19469,25,190777319,25.05,1530279000503,21.83,25.1,NASDAQ Capital Market,Financial Services,26.25,19.5,0.12809495773014715
FCCY,45357,close,0.15,0.00659,22.9,1530302400267,1st Constitution Bancorp (NJ),22.9,1530302400267,0,0,22.9,1530302403570,23,0,0,0,0,1530302382496,0.03326,22.875,75,878,22.9,Close,"June 29, 2018",1530302400267,26398,22.6,191523371,22.95,1530279000787,19.24,22.75,NASDAQ Global Market,Financial Services,26.995,16.15,0.26532972120839016
FCE.A,1522356,close,-0.26,-0.01127,22.81,1530302665056,Forest City Realty Trust Inc.,22.81,1530302665056,0,0,22.81,1530305157231,23.38,0,0,0,0,1530302354923,0.0458,22.805,100,75001,22.81,Close,"June 29, 2018",1530302665056,1637576,22.76,0,23,1530279115486,,23.07,New York Stock Exchange,Real Estate,26.3,19.24,-0.06085333333333339
FCEF,10060,close,0.05,0.00231,21.66,1530302400576,First Trust CEF Income Opportunity ETF,21.65,1530302400576,,,,,21.74,0,0,0,0,0,0,0,0,0,21.66,Close,"June 29, 2018",1530302400576,9443,21.64,41262300,21.63,1530279000646,,21.61,NASDAQ Global Market,,23.93,20.04,0.005013503444189268
FCEL,1502936,close,-0.02,-0.01493,1.32,1530302400593,FuelCell Energy Inc.,1.32,1530302400593,0,0,1.32,1530303541116,1.37,0,0,0,0,1530302370097,0.01205,1.32,100,9953,1.32,Close,"June 29, 2018",1530302400593,825975,1.31,113473417,1.35,1530279000412,-1.36,1.34,NASDAQ Global Market,Utilities,2.49,1.18,-0.25630931034482757
FCF,524027,close,-0.17,-0.01084,15.51,1530302577463,First Commonwealth Financial Corporation,15.51,1530302577463,0,0,15.51,1530303099066,15.87,0,0,0,0,1530302169079,0.00957,15.52,100,6051,15.51,Close,"June 29, 2018",1530302577463,632288,15.51,1556613147,15.84,1530279000202,17.63,15.68,New York Stock Exchange,Financial Services,16.395,12.065,0.09091812466702179
FCFS,341609,close,-0.5,-0.00553,89.85,1530302523120,First Cash Inc.,89.85,1530302523120,0,0,89.85,1530303099066,91.15,0,0,0,0,1530302345644,0.03331,90.075,100,7016,89.85,Close,"June 29, 2018",1530302523120,210627,89.85,4080559494,90.85,1530279000351,30.25,90.35,New York Stock Exchange,Financial Services,95.4,56.4,0.32597957768102453
